PUID,name,extension,containerDataFormat,category,outPuid,possibleOutPuid,outputDataFormat,keepOriginal
fmt/917,AmiraMesh Ver. (ASCII 1.0),"am,amiramesh,hx",false,Data Visualization,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13,fmt/4,fmt/649,fmt/640,fmt/199",false,true
fmt/918,AmiraMesh Ver. (3D ASCII 2.0),"am,amiramesh,hx",false,Data Visualization,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13,fmt/4,fmt/649,fmt/640,fmt/199",false,true
fmt/919,AmiraMesh Ver. (3D Binary 2.0),"am,amiramesh,hx",false,Data Visualization,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13,fmt/4,fmt/649,fmt/640,fmt/199",false,true
fmt/920,AmiraMesh Ver. (3D Binary Little Endian 2.0),"am,amiramesh,hx",false,Data Visualization,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13,fmt/4,fmt/649,fmt/640,fmt/199",false,true
fmt/921,AmiraMesh Ver. (Binary Little Endian 2.1),"am,amiramesh,hx",false,Data Visualization,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13,fmt/4,fmt/649,fmt/640,fmt/199",false,true
fmt/922,Xar Image Format,xar,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/923,Microsoft xWMA,xwma,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/924,Microsoft Visio Drawing Ver. (2013),vsdx,false,Presentation,fmt/477,fmt/477,false,false
fmt/925,Microsoft Visio Stencil Ver. (2013),vssx,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/926,Microsoft Visio Template Ver. (2013),vstx,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/927,Microsoft Visio Macro-Enabled Drawing Ver. (2013),vsdm,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/928,Microsoft Visio Macro-Enabled Stencil Ver. (2013),vssm,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/929,Microsoft Visio Macro-Enabled Template Ver. (2013),vstm,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/930,Magick Image File Format,mif,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/931,Mathcad Document Ver. (Binary),mcd,false,Dataset,fmt/101,fmt/101,false,true
fmt/932,Mathcad Document Ver. (XML),xmcd,false,Dataset,fmt/101,fmt/101,false,true
fmt/933,Simple Vector Format Ver. (1),svf,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/934,Simple Vector Format Ver. (2),svf,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/935,Animated Portable Network Graphics,"apng,png",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/936,Microsoft Picture It! Image File Ver. (1),mix,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/937,Adobe Air Ver. (1.0),air,false,Binary (Executable),fmt/937,fmt/937,true,false
fmt/938,Python Script File,py,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/939,Python Compiled File Ver. (2.7),pyc,false,Binary (Executable),fmt/939,fmt/939,true,false
fmt/940,Python Compiled File Ver. (3.4),pyc,false,Binary (Executable),fmt/940,fmt/940,true,false
fmt/941,Back Up File,bak,false,Binary (Data),fmt/941,fmt/941,true,false
fmt/942,Adobe Air Ver. (1.5),air,false,Binary (Executable),fmt/942,fmt/942,true,false
fmt/943,Adobe Air Ver. (2.0),air,false,Binary (Executable),fmt/943,fmt/943,true,false
fmt/944,Ogg Multimedia Container,"ogg,ogv,opus,spx",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/945,Ogg Theora Video,"ogg,ogv",false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/946,Ogg Opus Codec Compressed Multimedia File,"ogg,opus",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/947,Ogg FLAC Compressed Multimedia File,ogg,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/948,Ogg Speex Codec Multimedia File,"ogg,spx",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/949,WordPerfect Ver. (4.0/4.1/4.2),"wp4,wpd",false,Word Processing,fmt/477,fmt/477,false,false
fmt/950,MIME Email Ver. (1.0),eml,false,Email,fmt/477,fmt/477,false,true
fmt/951,Sonic Foundry WAVE 64,"w64,wav",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/952,True Audio Ver. (1),tta,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/953,True Audio Ver. (2),tta,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/954,Adaptive Multi-Rate Wideband Audio,awb,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/955,Downloadable Sounds Audio,dls,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/956,RIFF-based MIDI,rmi,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/957,DirectMusic Segment File Format,sgt,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/958,DirectMusic Style File Format,sty,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/959,Portable Sound Format,"gsf,gsflib,minigsf,minipsf,minipsf1,psf,psf1,psflib",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/960,DOS Sound and Music Interface Advanced Module Format,amf,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/961,Mobile eXtensible Music Format,mxmf,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/962,QCP Audio File Format,qcp,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/963,OMNIC Spectral Data File,spa,false,Dataset,fmt/101,fmt/101,false,true
fmt/964,Final Draft Document Ver. (5-7),fdr,false,Word Processing,fmt/477,fmt/477,false,false
fmt/965,Music Encoding Initiative,mei,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/966,AppleDouble Resource Fork Ver. (1),,false,Binary (Data),fmt/966,fmt/966,true,false
fmt/967,AppleSingle Ver. (1),as,false,Binary (Data),fmt/967,fmt/967,true,false
fmt/968,AppleSingle Ver. (2),as,false,Binary (Data),fmt/968,fmt/968,true,false
fmt/969,Rich Text Format Ver. (0),rtf,false,Word Processing,fmt/477,fmt/477,false,false
fmt/970,Khronos Texture File,ktx,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/971,Microsoft Windows Movie Maker File,mswmm,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/972,Dolby MLP Lossless Audio,mlp,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/973,DTS Coherent Acoustics (DCA) Audio,dts,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/974,Notation Interchange File Format,nif,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/975,Jamcracker Tracker Module,jam,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/976,MagicaVoxel Vox format,vox,false,Model,fmt/477,fmt/477,false,true
fmt/977,AutoCAD Design Web Format(DWFx),dwfx,false,CAD,fmt/977,fmt/977,true,false
fmt/978,3DS Max,"chr,max",false,Model,fmt/477,fmt/477,false,true
fmt/979,XML Property List,plist,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/980,AAE Sidecar Format,aae,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/981,EazyDraw File Format,ezdraw,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/982,iMovieProj File Format,iMovieProj,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/983,NIB File Format,nib,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/984,Binary Property List,"aae,ezdraw,iMovieProj,nib,plist",false,Binary (Data),fmt/984,fmt/984,true,false
fmt/985,Valve Texture Format,vtf,false,Model,fmt/477,fmt/477,false,true
fmt/986,Extensible Metadata Platform Format,xmp,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/987,Microsoft OneNote Package File,onepkg,true,Package,fmt/987,fmt/987,false,false
fmt/988,ESRI ArcScene Document,sxd,false,GIS,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13",false,true
fmt/989,ESRI ArcGlobe Document,3dd,false,GIS,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13,fmt/4,fmt/649,fmt/640,fmt/199",false,true
fmt/990,ESRI File Geodatabase,,false,Database,fmt/101,fmt/101,false,false
fmt/991,SHA256 File,sha256,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/992,SHA1 File,sha1,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/993,MD5 File,md5,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/994,Jeffs Image Format,jif,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/995,SIARD (Software-Independent Archiving of Relational Databases) Ver. (2.0),siard,false,Database,fmt/995,fmt/995,true,false
fmt/996,Adobe Photoshop Large Document Format,psb,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/997,SPSS Portable Data Format,por,false,Dataset,fmt/101,fmt/101,false,true
fmt/998,OpenRaster Image Format,ora,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/999,Krita Document Format,kra,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1000,TZX Format,tzx,false,Binary (Data),fmt/1000,fmt/1000,true,false
fmt/1001,OpenEXR Ver. (2),exr,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1002,Nearly Raw Raster Data Ver. (1),nrrd,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1003,Nearly Raw Raster Data Ver. (2),nrrd,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1004,Nearly Raw Raster Data Ver. (3),nrrd,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1005,Nearly Raw Raster Data Ver. (4),nrrd,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1006,Nearly Raw Raster Data Ver. (5),nrrd,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1007,Digital Speech Standard,dss,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1008,DSS Pro,ds2,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1009,FBX (Filmbox) Binary,,false,Model,fmt/477,fmt/477,false,true
fmt/1010,FBX (Filmbox) Text,fbx,false,Model,fmt/477,fmt/477,false,true
fmt/1011,INTERLIS Transfer File Ver. (2.2),"xml,xtf",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1012,INTERLIS Model File Ver. (2.2),ili,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1013,INTERLIS Transfer File Ver. (1),itf,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1014,INTERLIS Model File Ver. (1),ili,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1015,Statistical Analysis System Data (Windows) Ver. (Generic),"sas7bdat,sd7",false,Statistics,fmt/477,fmt/477,false,true
fmt/1016,Statistical Analysis System Data (Unix) Ver. (Generic),"sas7bdat,sd7",false,Statistics,fmt/477,fmt/477,false,true
fmt/1017,Statistical Analysis System Data (Windows) Ver. (8.2),"sas7bdat,sd7",false,Statistics,fmt/477,fmt/477,false,true
fmt/1018,Statistical Analysis System Data (Unix) Ver. (8.2),"sas7bdat,sd7",false,Statistics,fmt/477,fmt/477,false,true
fmt/1019,Statistical Analysis System Data (Windows) Ver. (9.2),"sas7bdat,sd7",false,Statistics,fmt/477,fmt/477,false,true
fmt/1020,Statistical Analysis System Data (Unix) Ver. (9.2),"sas7bdat,sd7",false,Statistics,fmt/477,fmt/477,false,true
fmt/1021,Statistical Analysis System Data (Windows) Ver. (9.3),"sas7bdat,sd7",false,Statistics,fmt/477,fmt/477,false,true
fmt/1022,Statistical Analysis System Data (Unix) Ver. (9.3),"sas7bdat,sd7",false,Statistics,fmt/477,fmt/477,false,true
fmt/1023,Statistical Analysis System Catalog (Windows) Ver. (Generic),"sas7bcat,sc7",false,Dataset,fmt/101,fmt/101,false,true
fmt/1024,Statistical Analysis System Catalog (Unix) Ver. (Generic),"sas7bcat,sc7",false,Dataset,fmt/101,fmt/101,false,true
fmt/1025,Statistical Analysis System Catalog (Windows) Ver. (9.2),"sas7bcat,sc7",false,Dataset,fmt/101,fmt/101,false,true
fmt/1026,Statistical Analysis System Catalog (Unix) Ver. (9.2),"sas7bcat,sc7",false,Dataset,fmt/101,fmt/101,false,true
fmt/1027,Statistical Analysis System Catalog (Windows) Ver. (9.3),"sas7bcat,sc7",false,Dataset,fmt/101,fmt/101,false,true
fmt/1028,Statistical Analysis System Catalog (Unix) Ver. (9.3),"sas7bcat,sc7",false,Dataset,fmt/101,fmt/101,false,true
fmt/1029,Stata Data (DTA) Format Ver. (104),dta,false,Dataset,fmt/101,fmt/101,false,true
fmt/1030,Stata Data (DTA) Format Ver. (105),dta,false,Dataset,fmt/101,fmt/101,false,true
fmt/1031,Stata Data (DTA) Format Ver. (110),dta,false,Dataset,fmt/101,fmt/101,false,true
fmt/1032,Stata Data (DTA) Format Ver. (111),dta,false,Dataset,fmt/101,fmt/101,false,true
fmt/1034,Stata Data (DTA) Format Ver. (114),dta,false,Dataset,fmt/101,fmt/101,false,true
fmt/1033,Stata Data (DTA) Format Ver. (113),dta,false,Dataset,fmt/101,fmt/101,false,true
fmt/1035,Stata Data (DTA) Format Ver. (115),dta,false,Dataset,fmt/101,fmt/101,false,true
fmt/1036,Stata Data (DTA) Format Ver. (117),dta,false,Dataset,fmt/101,fmt/101,false,true
fmt/1037,Stata Data (DTA) Format Ver. (118),dta,false,Dataset,fmt/101,fmt/101,false,true
fmt/1038,Redcode RAW (R3D) Media File Ver. (2),r3d,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/1039,Redcode Metadata (RMD) File,rmd,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1040,DirectDraw Surface,dds,false,GIS,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13",false,true
fmt/1041,HDF Ver. (1-4),"h4,hdf",false,Dataset,fmt/101,fmt/101,false,true
fmt/1042,WordPerfect Graphics Metafile Ver. (2.0),wpg,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1043,Microsoft PRX File,prx,false,Binary (Data),fmt/1043,fmt/1043,true,false
fmt/1044,AutoShade Rendering Slide,rnd,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1045,Q&A Word Processor Document,,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1046,Draco File Format,drc,false,Model,fmt/477,fmt/477,false,true
fmt/1047,Geography Markup Language Ver. (3.2),gml,false,Text (Mark-up),fmt/1047,fmt/1047,true,false
fmt/1048,OGR GFS File,gfs,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1049,QuickDraw 3D Metafile (ASCII),3dmf,false,Model,fmt/477,fmt/477,false,true
fmt/1050,QuickDraw 3D Metafile (Binary) Ver. (1),3dmf,false,Model,fmt/477,fmt/477,false,true
fmt/1051,Windows Journal Format,"jnt,jtp",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1052,BKNAS Seismic Data Format Ver. (1.0),bknas,false,Dataset,fmt/101,fmt/101,false,true
fmt/1053,Adobe Audio Waveform,pek,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1054,AVCHD Clip Information File,"clpi,cpi",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1055,M2TS,"m2ts,mts",false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/1056,SNAP Main Data File,mdf,false,Dataset,fmt/101,fmt/101,false,true
fmt/1057,SNAP Archive Data File,adf,false,Dataset,fmt/101,fmt/101,false,true
fmt/1058,SNAP Processed Data File,snpdf,false,Dataset,fmt/101,fmt/101,false,true
fmt/1059,FileMaker Pro Database Ver. (2),fm,false,Database,fmt/101,fmt/101,false,false
fmt/1060,Phase One Raw Image,"cap,capture",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1061,Phase One IIQ Raw Image,iiq,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1062,Hasselblad 3FR Raw Image,3fr,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1063,Leaf Mosaic Raw Image,mos,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1064,Portable Database Ver. (1),pdb,false,Database,fmt/101,fmt/101,false,false
fmt/1065,Portable Database Ver. (2),pdb,false,Database,fmt/101,fmt/101,false,false
fmt/1066,Portable Database Ver. (3),pdb,false,Database,fmt/101,fmt/101,false,false
fmt/1067,Silo Ver. (PDB Variant),silo,false,Dataset,fmt/101,fmt/101,false,true
fmt/1068,Silo Ver. (HDF5 Variant),silo,false,Dataset,fmt/101,fmt/101,false,true
fmt/1069,Cue Sheet,cue,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1070,Preferred Executable Format,,false,Binary (Data),fmt/1070,fmt/1070,true,false
fmt/1071,Apple Disk Image,dmg,true,Disk Image,fmt/1071,fmt/1071,false,true
fmt/1072,FileMaker Pro Database Ver. (1),,false,Database,fmt/101,fmt/101,false,false
fmt/1073,Google Document Link File,"gdoc,gdraw,gform,gmap,gsheet,gsite,gslides",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1074,AVCHD Playlist File,"mpl,mpls",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1075,AVCHD Movie Object File,"bdm,bdmv",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1076,AVCHD Index File,"bdm,bdmv",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1077,AVCHD Thumbnail Index File,tid,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1078,Microsoft Program Database Ver. (2.00),pdb,false,Database,fmt/101,fmt/101,false,false
fmt/1079,Microsoft Program Database Ver. (7.00),pdb,false,Database,fmt/101,fmt/101,false,false
fmt/1080,ASP Application Directive File,asax,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1081,ASP Control Directive File,ascx,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1082,ASP WebService Directive File,asmx,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1083,Hangul Word Processor Document Ver. (3),hwp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1084,Hangul Word Processor Document Ver. (5),hwp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1085,TRIM Context Reference File,"tr5,txt",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1086,Monkey''s Audio File,ape,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1087,FAT Disk Image,"dsk,ima,img",true,Disk Image,fmt/1087,fmt/1087,false,true
fmt/1088,Visual Basic (VB) File,vb,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1089,VBScript (VBS) File,vbs,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1090,Exclude File,exclude,false,Binary (Data),fmt/1090,fmt/1090,true,false
fmt/1091,Scribus Document,"scd,sla",false,Presentation,fmt/477,fmt/477,false,false
fmt/1092,Alias Pix Image File,"ico,pix",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1093,Alias Scene Description Language,sdl,false,Model,fmt/477,fmt/477,false,true
fmt/1094,The Neuroimaging Informatics Technology Initiative File Format Ver. (2),nii,false,Dataset,fmt/101,fmt/101,false,true
fmt/1095,PEA Archive Format,pea,true,Package,fmt/1095,fmt/1095,false,false
fmt/1096,FreeArc Archive Format,arc,true,Package,fmt/1096,fmt/1096,false,false
fmt/1097,ZPAQ Archive Format,zpaq,true,Package,fmt/1097,fmt/1097,false,false
fmt/1099,TCR eBook,tcr,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1098,XZ File Format,xz,true,Package,fmt/1098,fmt/1098,false,false
fmt/1100,yEnc Encoded File,yenc,true,Package,fmt/1100,fmt/1100,false,false
fmt/1101,High Efficiency Image File Format,heic,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1102,Uuencoded File,uue,false,Email,fmt/477,fmt/477,false,false
fmt/1103,AutoCAD Hatch Pattern,pat,false,CAD,fmt/1103,fmt/1103,true,false
fmt/1104,Seattle FilmWorks SFW Image Format,sfw,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1105,Hierarchical File System,img,true,Disk Image,fmt/1105,fmt/1105,false,true
fmt/1106,Python Compiled File Ver. (2.0),pyc,false,Binary (Executable),fmt/1106,fmt/1106,true,false
fmt/1107,Python Compiled File Ver. (2.1),pyc,false,Binary (Executable),fmt/1107,fmt/1107,true,false
fmt/1108,Python Compiled File Ver. (2.2),pyc,false,Binary (Executable),fmt/1108,fmt/1108,true,false
fmt/1109,Python Compiled File Ver. (2.3),pyc,false,Binary (Executable),fmt/1109,fmt/1109,true,false
fmt/1110,Python Compiled File Ver. (2.4),pyc,false,Binary (Executable),fmt/1110,fmt/1110,true,false
fmt/1111,Python Compiled File Ver. (2.5),pyc,false,Binary (Executable),fmt/1111,fmt/1111,true,false
fmt/1112,Python Compiled File Ver. (2.6),pyc,false,Binary (Executable),fmt/1112,fmt/1112,true,false
fmt/1113,Python Compiled File Ver. (3.0),pyc,false,Binary (Executable),fmt/1113,fmt/1113,true,false
fmt/1114,Python Compiled File Ver. (3.1),pyc,false,Binary (Executable),fmt/1114,fmt/1114,true,false
fmt/1115,Python Compiled File Ver. (3.2),pyc,false,Binary (Executable),fmt/1115,fmt/1115,true,false
fmt/1116,Python Compiled File Ver. (3.3),pyc,false,Binary (Executable),fmt/1116,fmt/1116,true,false
fmt/1117,Python Compiled File Ver. (3.5),pyc,false,Binary (Executable),fmt/1117,fmt/1117,true,false
fmt/1118,Python Compiled File Ver. (3.6),pyc,false,Binary (Executable),fmt/1118,fmt/1118,true,false
fmt/1119,Jupyter Python Notebook,ipynb,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1120,DIFFRACplus Raw Data File Format Ver. (1),raw,false,Dataset,fmt/101,fmt/101,false,true
fmt/1121,DIFFRACplus Raw Data File Format Ver. (2),raw,false,Dataset,fmt/101,fmt/101,false,true
fmt/1122,VAMAS Surface Chemical Analysis Standard Data Transfer Format,vms,false,Dataset,fmt/101,fmt/101,false,true
fmt/1123,Origin Project Format Ver. (Non-Unicode),"ogg,ogm,ogw,opj",false,Dataset,fmt/101,fmt/101,false,true
fmt/1124,Origin Project Format Ver. (Unicode),"oggu,ogmu,ogwu,opju",false,Dataset,fmt/101,fmt/101,false,true
fmt/1125,JASCO JWS Format Ver. (OLE2),jws,false,Dataset,fmt/101,fmt/101,false,true
fmt/1126,Sony SR2 RAW Image File,sr2,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1127,Sony ARW RAW Image File Ver. (2.x),arw,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1128,Progressive Graphics File,pgf,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
